RecNum,EQID,EQName,Year,MoDay,StationName,StaSeqNum,StaID,M,Dip,Rake,Ztor,W,Rjb,Rrup,Azimuth,Vs30,VsFlag,Z1.0,Z1.5,Z2.5,PGA,PGV,PGD,T0.010S,T0.020S,T0.030S,T0.040S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T7.500S,T10.000S
171,50,Imperial Valley-06,1979,1015,EC Meloland Overpass FF,160,1336,6.53,80,180,0,12.998,0.07,0.07,-90,186.21,1,NA,NA,NA,0.309228,79.7922,28.1327,0.309308,0.312114,0.317344,0.315355,0.320004,0.333954,0.35096,0.404574,0.465358,0.538191,0.590824,0.608012,0.614666,0.618252,0.389264,0.418042,0.379701,0.287769,0.155893,0.08243418,0.02817354,0.01362874
172,50,Imperial Valley-06,1979,1015,El Centro Array #1,212,5056,6.53,80,180,0,12.998,19.76,21.68,90,237.33,1,760,1520,3040,0.141842,12.8989,7.04364,0.142294,0.144324,0.154702,0.180872,0.217851,0.344893,0.509819,0.355641,0.256128,0.287437,0.316535,0.187008,0.165287,0.108961,0.07322842,0.0603006,0.06324876,0.03532701,0.02913828,0.02570422,0.01277459,0.008740044
173,50,Imperial Valley-06,1979,1015,El Centro Array #10,103,412,6.53,80,180,0,12.998,6.17,6.17,-90,202.85,1,920,1720,3200,0.206872,47.0708,21.8,0.207014,0.210123,0.218133,0.217639,0.229398,0.38622,0.339061,0.49252,0.461196,0.549419,0.498791,0.389022,0.406314,0.229103,0.219728,0.321618,0.21862,0.15059,0.10318,0.06816905,0.04083112,0.01514914
174,50,Imperial Valley-06,1979,1015,El Centro Array #11,214,5058,6.53,80,180,0,12.998,12.45,12.45,-90,196.25,1,980,1760,3160,0.374645,38.4148,17.7166,0.37485,0.377748,0.379273,0.383191,0.389878,0.425153,0.587711,0.84307,1.09277,1.64286,1.22152,0.805007,0.651506,0.416655,0.232304,0.227949,0.164965,0.110445,0.06608685,0.04967754,0.03486955,0.01322135
175,50,Imperial Valley-06,1979,1015,El Centro Array #12,115,931,6.53,80,180,0,12.998,17.94,17.94,-90,196.88,1,1000,1760,3160,0.138207,18.8934,10.8557,0.138616,0.140464,0.140139,0.150139,0.167937,0.236394,0.254721,0.340025,0.349689,0.316963,0.32667,0.297936,0.187571,0.174646,0.176779,0.139176,0.106826,0.06745167,0.04405863,0.03896609,0.0290522,0.009123669
176,50,Imperial Valley-06,1979,1015,El Centro Array #13,215,5059,6.53,80,180,0,12.998,21.98,21.98,-90,249.92,1,1040,1760,3160,0.121197,15.6874,6.26301,0.121323,0.121378,0.12714,0.131935,0.142197,0.217289,0.264052,0.287128,0.389827,0.334984,0.366224,0.28589,0.200277,0.139694,0.110104,0.107733,0.07490625,0.04550692,0.02737091,0.02319241,0.01178783,0.0046033
179,50,Imperial Valley-06,1979,1015,El Centro Array #4,119,955,6.53,80,180,0,12.998,4.9,7.05,90,208.91,1,840,1720,3480,0.37446,73.8592,43.2029,0.374567,0.379434,0.389706,0.435044,0.469052,0.420458,0.647157,0.589689,0.741549,0.906015,0.745395,0.721866,0.674084,0.645506,0.539982,0.346984,0.294988,0.215232,0.176858,0.128847,0.05261503,0.02697657
180,50,Imperial Valley-06,1979,1015,El Centro Array #5,118,952,6.53,80,180,0,12.998,1.76,3.95,90,205.63,1,840,1720,3480,0.44812,71.1818,49.588,0.449073,0.462017,0.486755,0.561263,0.692173,0.892332,0.810344,1.06296,0.995729,0.829312,0.996219,1.04804,1.00131,0.52851,0.503214,0.257738,0.294531,0.289339,0.194867,0.133779,0.07043815,0.03071141
181,50,Imperial Valley-06,1979,1015,El Centro Array #6,230,5158,6.53,80,180,0,12.998,0,1.35,90,203.22,1,840,1680,3440,0.427281,83.4896,44.3828,0.433462,0.509608,0.662261,0.593033,0.843118,0.725203,0.934436,0.640441,0.672827,0.968223,0.874182,0.643486,0.602232,0.68187,0.514463,0.35432,0.406026,0.385742,0.252158,0.144475,0.05041872,0.02510388
182,50,Imperial Valley-06,1979,1015,El Centro Array #7,200,5028,6.53,80,180,0,12.998,0.56,0.56,-90,210.51,1,860,1680,3360,0.420011,79.148,40.8281,0.42017,0.421792,0.428264,0.428732,0.427705,0.46396,0.49828,0.513217,0.625678,0.697315,0.63741,0.62366,0.638735,0.996513,0.644228,0.397237,0.345297,0.30762,0.207839,0.120609,0.04236245,0.01885668
183,50,Imperial Valley-06,1979,1015,El Centro Array #8,120,958,6.53,80,180,0,12.998,3.86,3.86,-90,206.08,1,900,1680,3240,0.537923,56.8008,32.9917,0.540156,0.558524,0.568048,0.689061,0.7041,1.0289,1.19837,1.16335,1.01889,0.91067,0.710109,0.658557,0.615653,0.467285,0.357892,0.352297,0.202063,0.168483,0.135925,0.09952725,0.04148603,0.01815965
184,50,Imperial Valley-06,1979,1015,El Centro Differential Array,232,5165,6.53,80,180,0,12.998,5.09,5.09,-90,202.26,1,920,1720,3240,0.431045,55.3185,33.0408,0.432128,0.437763,0.451586,0.45736,0.484557,0.616724,0.829216,1.46511,0.942136,1.17967,1.03039,1.00411,0.843059,0.597843,0.456398,0.371181,0.271938,0.156254,0.103417,0.08216155,0.04383379,0.01962427
185,50,Imperial Valley-06,1979,1015,Holtville Post Office,211,5055,6.53,80,180,0,12.998,5.51,7.65,90,202.89,1,880,1760,3520,0.247579,47.6505,29.4174,0.24768,0.248464,0.255394,0.258284,0.269776,0.30911,0.397306,0.536207,0.676306,0.602165,0.846422,0.544558,0.491517,0.342568,0.277458,0.198795,0.15118,0.181948,0.136565,0.08900794,0.04356232,0.02132348
186,50,Imperial Valley-06,1979,1015,Niland Fire Station,263,11023,6.53,80,180,0,12.998,35.64,36.92,45.13,207.469,0,900,1880,3920,0.08550727,9.46446,6.18874,0.08553293,0.08617747,0.08808132,0.08828558,0.09878516,0.108187,0.151285,0.162024,0.2775,0.2008,0.285542,0.274632,0.188511,0.0906044,0.104257,0.05036999,0.03866552,0.03774798,0.02556444,0.03507872,0.007128604,0.003622194
187,50,Imperial Valley-06,1979,1015,Parachute Test Site,207,5051,6.53,80,180,0,12.998,12.69,12.69,-42.16,348.69,1,780,1520,3080,0.166063,17.6366,10.6815,0.16635,0.169725,0.183039,0.175979,0.180169,0.194601,0.239662,0.323372,0.38405,0.266986,0.228206,0.279418,0.290405,0.11671,0.121883,0.09225307,0.07591853,0.06300268,0.05143046,0.03816158,0.01442211,0.01142617
188,50,Imperial Valley-06,1979,1015,Plaster City,208,5052,6.53,80,180,0,12.998,30.33,30.33,-78.42,345.419,0,NA,NA,NA,0.05010913,4.35498,1.58623,0.05032249,0.05137531,0.05411786,0.0580684,0.05922417,0.08864981,0.108217,0.170891,0.186474,0.133237,0.132867,0.103715,0.07266013,0.0494944,0.04626246,0.03409654,0.01851845,0.01317316,0.009587199,0.007337809,0.002804158,0.001193705
189,50,Imperial Valley-06,1979,1015,SAHOP Casa Flores,246,6619,6.53,80,180,0,12.998,9.64,9.64,-90,338.6,0,900,1880,3920,0.357092,22.419,3.98801,0.363141,0.385294,0.441574,0.646754,0.696766,0.760714,0.622174,0.85228,1.25146,0.770801,0.729735,0.843365,0.633419,0.39085,0.283675,0.188208,0.105253,0.03541429,0.01325975,0.007248865,0.002991566,0.001655714
190,50,Imperial Valley-06,1979,1015,Superstition Mtn Camera,94,286,6.53,80,180,0,12.998,24.61,24.61,-40.5,362.38,1,0,0,0,0.159787,6.69937,2.40586,0.16001,0.161872,0.171007,0.180012,0.199238,0.27381,0.352896,0.611397,0.425763,0.299767,0.190985,0.134899,0.116318,0.0494119,0.03325745,0.03071142,0.02176528,0.01390817,0.0137203,0.009288221,0.004709916,0.002735658
191,50,Imperial Valley-06,1979,1015,Victoria,242,6610,6.53,80,180,0,12.998,31.92,31.92,-167.91,274.5,0,900,1880,3920,0.135269,7.54555,1.48409,0.136284,0.140473,0.143554,0.168251,0.208564,0.287658,0.267386,0.388141,0.474126,0.355945,0.296157,0.204304,0.133066,0.100815,0.06840888,0.0374782,0.03112382,0.01111572,0.007086335,0.005555424,0.001979927,0.000744648
192,50,Imperial Valley-06,1979,1015,Westmorland Fire Sta,264,11369,6.53,80,180,0,12.998,14.75,15.25,17.34,193.67,1,900,1720,3320,0.08640737,21.7083,13.8361,0.0864225,0.08668714,0.08878417,0.0883769,0.09809189,0.127536,0.160172,0.144404,0.141076,0.143933,0.155279,0.16883,0.218074,0.11925,0.08913831,0.07610975,0.08513276,0.07346804,0.06258635,0.06234903,0.01412652,0.01465162
230,56,Mammoth Lakes-01,1980,525,Convict Creek,429,54099,6.06,50,-35,1.3,10,1.1,6.63,90,338.539,0,NA,NA,NA,0.419284,21.3859,4.64114,0.422918,0.478934,0.645602,0.579031,0.643014,1.03715,1.07032,1.00955,1.17989,1.0076,0.879197,0.689228,0.459405,0.384504,0.196203,0.194227,0.117152,0.05723321,0.02608716,0.01274957,0.003772175,0.001908946
232,56,Mammoth Lakes-01,1980,525,Mammoth Lakes H. S.,436,54301,6.06,50,-35,1.3,10,4.48,4.67,-90,370.789,0,NA,NA,NA,0.281807,12.3143,1.78675,0.281871,0.284713,0.295384,0.353518,0.410702,0.58494,0.604315,0.728289,0.65041,0.561706,0.726313,0.506366,0.36781,0.148275,0.09087452,0.04251307,0.03499566,0.01722685,0.009324765,0.004817381,0.001574144,0.000808589
233,57,Mammoth Lakes-02,1980,525,Convict Creek,429,54099,5.69,90,0,9,6,2.91,9.46,32.31,338.539,0,NA,NA,NA,0.166939,12.3033,2.09187,0.167507,0.1714,0.180132,0.188502,0.206669,0.396791,0.295326,0.423771,0.385524,0.379075,0.44674,0.268464,0.267036,0.188913,0.139888,0.07885384,0.03558831,0.01293938,0.00692758,0.004125926,0.001591593,0.000823276
235,57,Mammoth Lakes-02,1980,525,Mammoth Lakes H. S.,436,54301,5.69,90,0,9,6,1.44,9.12,-90,370.789,0,NA,NA,NA,0.414341,23.1569,2.48216,0.416442,0.442346,0.475236,0.560509,0.665713,0.90588,0.954145,1.24461,1.2301,0.893125,0.927607,0.530261,0.315138,0.17242,0.115528,0.06325438,0.04082717,0.01997596,0.01003848,0.005083407,0.002048352,0.001096899
265,64,"Victoria, Mexico",1980,609,Cerro Prieto,240,6604,6.33,90,0,4,10,13.8,14.37,7.83,659.6,0,900,1880,3920,0.572197,27.0608,10.8487,0.582866,0.629274,0.712601,0.836077,0.812479,0.928315,0.771435,0.819196,0.804549,0.738378,0.727998,0.847425,0.828772,0.390981,0.400023,0.158761,0.09504031,0.03678025,0.04823593,0.03599322,0.01625048,0.007284794
266,64,"Victoria, Mexico",1980,609,Chihuahua,247,6621,6.33,90,0,4,10,18.53,18.96,35.77,274.5,0,900,1880,3920,0.117856,19.7334,9.97222,0.118599,0.118308,0.120165,0.123493,0.134769,0.196225,0.195188,0.242261,0.253839,0.296052,0.291824,0.279661,0.240059,0.219427,0.179172,0.177024,0.132673,0.06200465,0.06182133,0.0454863,0.01298974,0.009261275
268,64,"Victoria, Mexico",1980,609,SAHOP Casa Flores,246,6619,6.33,90,0,4,10,39.1,39.3,10.62,338.6,0,900,1880,3920,0.07912025,8.25053,2.37108,0.08029251,0.07960328,0.0806329,0.08357105,0.09106283,0.105773,0.140307,0.243135,0.229109,0.192366,0.19432,0.165312,0.162852,0.113166,0.05726729,0.05904726,0.04509512,0.01851025,0.008655406,0.005272484,0.002796164,0.001186873
269,64,"Victoria, Mexico",1980,609,Victoria Hospital Sotano,249,6624,6.33,90,0,4,10,6.07,7.27,90,274.5,0,NA,NA,NA,0.03854605,5.89703,1.96021,0.03881779,0.03862109,0.03910757,0.03910297,0.04076778,0.04396657,0.04464272,0.05364363,0.05722676,0.06629739,0.08325564,0.0992568,0.08107378,0.07074329,0.05785904,0.06255244,0.03803541,0.01545078,0.01243847,0.006181889,0.002451316,0.001138142
283,68,"Irpinia, Italy-01",1980,1123,Arienzo,601,99999,6.9,60,-90,0,15,52.93,52.94,-28.54,1000,0,NA,NA,NA,0.03505792,3.03545,0.713954,0.03509497,0.03519839,0.03579066,0.03653699,0.03941205,0.04199313,0.04912946,0.06456719,0.111685,0.08015397,0.08378075,0.08211616,0.08299761,0.0397635,0.03564377,0.02173007,0.02052662,0.005707255,0.003365333,0.001543988,0.000590031,0.000316044
284,68,"Irpinia, Italy-01",1980,1123,Auletta,605,99999,6.9,60,-90,0,15,9.52,9.55,-171.35,1000,0,NA,NA,NA,0.06067358,6.10939,3.5628,0.06088143,0.06158501,0.06460767,0.0712106,0.07965783,0.103254,0.157689,0.136607,0.155649,0.153495,0.159721,0.120604,0.09102657,0.06919752,0.05086682,0.05555564,0.02692596,0.01888488,0.01541812,0.009748124,0.005389789,0.002351896
285,68,"Irpinia, Italy-01",1980,1123,Bagnoli Irpinio,607,99999,6.9,60,-90,0,15,8.14,8.18,-90,1000,0,NA,NA,NA,0.159492,25.6696,9.86304,0.160097,0.162341,0.170391,0.173913,0.196318,0.299452,0.369867,0.306958,0.334377,0.259268,0.266376,0.265835,0.326419,0.252147,0.268752,0.22857,0.156719,0.05928417,0.04613256,0.03023788,0.01353797,0.005796148
286,68,"Irpinia, Italy-01",1980,1123,Bisaccia,610,99999,6.9,60,-90,0,15,17.51,21.26,90,1000,0,NA,NA,NA,0.0888022,15.8694,10.1051,0.08884139,0.08899183,0.08945136,0.08974645,0.09007654,0.09454489,0.09514903,0.131278,0.167979,0.164776,0.182058,0.210213,0.197635,0.133131,0.195042,0.123628,0.150128,0.04968736,0.04293427,0.03719826,0.01535221,0.01074564
287,68,"Irpinia, Italy-01",1980,1123,Bovino,615,99999,6.9,60,-90,0,15,44.62,46.25,90,274.5,0,NA,NA,NA,0.0447949,2.67291,0.325413,0.04514123,0.04646482,0.04867066,0.07743392,0.07026453,0.06674121,0.07698175,0.09257416,0.125091,0.142253,0.102069,0.09624992,0.06645041,0.04727416,0.0429215,0.01752486,0.007177324,0.002186722,0.000949098,0.000559786,0.000240142,0.000132824
288,68,"Irpinia, Italy-01",1980,1123,Brienza,616,99999,6.9,60,-90,0,15,22.54,22.56,-166.41,500,0,NA,NA,NA,0.213733,12.4057,2.45674,0.21455,0.219081,0.232134,0.246516,0.312938,0.543683,0.492829,0.723901,0.635693,0.529832,0.315871,0.420588,0.222786,0.130543,0.111135,0.0810505,0.03500142,0.03705006,0.01668711,0.008711645,0.002228511,0.001109382
289,68,"Irpinia, Italy-01",1980,1123,Calitri,621,99999,6.9,60,-90,0,15,13.34,17.64,90,600,0,NA,NA,NA,0.152155,18.2755,4.45554,0.152331,0.153017,0.154034,0.15651,0.157652,0.173274,0.206255,0.291757,0.304012,0.418042,0.442809,0.380569,0.36318,0.324282,0.35297,0.218222,0.114929,0.07464195,0.04355505,0.01758265,0.00428597,0.002086252
290,68,"Irpinia, Italy-01",1980,1123,Mercato San Severino,907,99999,6.9,60,-90,0,15,29.79,29.8,-69.82,350,0,NA,NA,NA,0.122678,10.3771,1.53357,0.122817,0.123498,0.126517,0.128706,0.131649,0.139525,0.163562,0.256557,0.460558,0.364563,0.354882,0.233029,0.231107,0.227859,0.176488,0.04599977,0.03287718,0.0164881,0.006299711,0.00315092,0.001174442,0.0006255
291,68,"Irpinia, Italy-01",1980,1123,Rionero In Vulture,927,99999,6.9,60,-90,0,15,27.49,30.07,90,530,0,NA,NA,NA,0.110832,6.12482,1.0058,0.111188,0.112788,0.115303,0.125139,0.140242,0.236913,0.255271,0.240286,0.367225,0.283907,0.233823,0.186606,0.216918,0.138512,0.08059269,0.04819137,0.02816494,0.0135007,0.005300089,0.00222511,0.000797038,0.000430086
292,68,"Irpinia, Italy-01",1980,1123,Sturno,935,99999,6.9,60,-90,0,15,6.78,10.84,62.37,1000,0,NA,NA,NA,0.289772,46.8555,21.5072,0.290761,0.294692,0.308059,0.335387,0.331133,0.404699,0.494098,0.620696,0.877665,0.705779,0.845782,0.594634,0.548402,0.379747,0.327735,0.334982,0.274223,0.236086,0.124788,0.0628577,0.02079673,0.00945705
293,68,"Irpinia, Italy-01",1980,1123,Torre Del Greco,1090,99999,6.9,60,-90,0,15,59.63,59.63,-54.55,659.6,0,NA,NA,NA,0.04723561,7.8856,5.60028,0.04729641,0.04758808,0.04830806,0.05196148,0.05767613,0.05820726,0.07016017,0.07486483,0.118162,0.09279982,0.100617,0.166576,0.134048,0.127897,0.05259356,0.0456719,0.02206474,0.01723139,0.01931807,0.01898814,0.01375388,0.00567525
294,68,"Irpinia, Italy-01",1980,1123,Tricarico,1095,99999,6.9,60,-90,0,15,51.74,53.16,137.56,460,0,NA,NA,NA,0.04133705,4.92755,2.02479,0.04141995,0.04176506,0.04221021,0.04688669,0.04417451,0.05835647,0.126787,0.119971,0.09218369,0.0716421,0.07357924,0.07865445,0.06679954,0.05704269,0.06091015,0.05061544,0.04223478,0.02200008,0.01707231,0.007988376,0.002013818,0.000975659
313,72,"Corinth, Greece",1981,224,Corinth,702,99999,6.6,44,-60,0,13,10.27,10.27,-90,338.6,0,NA,NA,NA,0.264111,25.448,9.3603,0.265304,0.265024,0.26641,0.274444,0.282558,0.286778,0.312554,0.431074,0.54062,0.714425,0.579896,0.624172,0.577609,0.404153,0.280704,0.153253,0.131096,0.07853418,0.02679794,0.01656036,0.009159565,0.004653229
314,73,Westmorland,1981,426,Brawley Airport,216,5060,5.9,90,0,2,7,15.28,15.41,90,208.71,1,920,1800,3560,0.157125,9.55147,1.88674,0.157609,0.173892,0.221822,0.234452,0.25805,0.346214,0.445211,0.538308,0.310283,0.292043,0.31744,0.226523,0.204347,0.132397,0.08466896,0.04913366,0.05647738,0.02209235,0.01164164,0.00700575,0.001684736,0.000852805
315,73,Westmorland,1981,426,Niland Fire Station,263,11023,5.9,90,0,2,7,15.16,15.29,-38.8,207.469,0,900,1880,3920,0.133694,5.61624,0.760145,0.134385,0.137301,0.147936,0.166877,0.194191,0.315394,0.285709,0.310733,0.36759,0.252866,0.229499,0.154417,0.141798,0.08039004,0.04381276,0.02287852,0.0200326,0.008430542,0.002995453,0.001508835,0.000606157,0.000324606
316,73,Westmorland,1981,426,Parachute Test Site,207,5051,5.9,90,0,2,7,16.54,16.66,123.56,348.69,1,780,1520,3080,0.219313,36.0603,19.6553,0.219568,0.221225,0.224079,0.235,0.235758,0.290838,0.272202,0.334217,0.561872,0.498254,0.418005,0.424635,0.495788,0.366314,0.299556,0.228191,0.171685,0.135724,0.09486336,0.06500951,0.03409498,0.01389669
317,73,Westmorland,1981,426,Salton Sea Wildlife Refuge,218,5062,5.9,90,0,2,7,7.57,7.83,-89.21,191.14,1,NA,NA,NA,0.197267,12.8234,3.90129,0.197437,0.200209,0.210899,0.242646,0.284275,0.469023,0.400725,0.570752,0.531644,0.508058,0.530225,0.285474,0.270588,0.29387,0.165323,0.08615546,0.0755197,0.03131317,0.01633899,0.01049311,0.004009828,0.002051389
318,73,Westmorland,1981,426,Superstition Mtn Camera,94,286,5.9,90,0,2,7,19.26,19.37,161.55,362.38,1,0,0,0,0.100959,4.15195,0.409004,0.101125,0.103396,0.109212,0.117698,0.134241,0.202546,0.239318,0.169689,0.212655,0.193945,0.12856,0.165392,0.140585,0.06348193,0.04359365,0.0125788,0.00607095,0.002011134,0.001047075,0.000665482,0.000293287,0.000165661
319,73,Westmorland,1981,426,Westmorland Fire Sta,264,11369,5.9,90,0,2,7,6.18,6.5,90,193.67,1,900,1720,3320,0.41342,41.4143,10.885,0.416017,0.427246,0.462459,0.57484,0.546476,0.701,0.696876,0.815252,0.964061,0.880414,0.718909,0.751944,0.802881,0.965042,0.581437,0.30183,0.175563,0.06913613,0.04361902,0.02924331,0.01459716,0.006539325
322,76,Coalinga-01,1983,502,Cantua Creek School,411,46314,6.36,30,90,3.4,11,23.78,24.02,-131.41,271.441,0,NA,NA,NA,0.280602,26.7887,4.91022,0.282889,0.281229,0.282823,0.2848,0.283885,0.314232,0.376187,0.447103,0.645166,0.697605,0.737167,0.795369,0.803375,0.471148,0.336573,0.121551,0.08734092,0.072683,0.04700743,0.02107235,0.005441425,0.002374833
323,76,Coalinga-01,1983,502,Parkfield - Cholame 12W,132,36229,6.36,30,90,3.4,11,55.05,55.77,57.93,408.93,1,NA,NA,NA,0.04454039,4.70486,1.23159,0.0449068,0.04461209,0.04503705,0.04611588,0.0467799,0.05320469,0.05818782,0.0792234,0.109845,0.113982,0.0782078,0.08674673,0.121025,0.09313081,0.08210148,0.06764343,0.0270153,0.01422953,0.008549307,0.003673305,0.001196392,0.000587206
324,76,Coalinga-01,1983,502,Parkfield - Cholame 1E,404,36452,6.36,30,90,3.4,11,42.76,43.68,48.48,338.539,0,NA,NA,NA,0.09498795,11.5828,2.29717,0.09588142,0.09498844,0.09531704,0.09592204,0.09680298,0.09913208,0.105267,0.135193,0.165696,0.166729,0.208652,0.261903,0.263277,0.21337,0.157647,0.137502,0.06465676,0.02279469,0.01085451,0.005501736,0.001956232,0.001096356
325,76,Coalinga-01,1983,502,Parkfield - Cholame 2E,373,36230,6.36,30,90,3.4,11,41.99,42.92,46.67,376.073,0,NA,NA,NA,0.02843841,3.99074,1.0995,0.02864688,0.02849887,0.02890092,0.03033901,0.03038133,0.04471404,0.04985802,0.06122295,0.07219788,0.07116866,0.06128613,0.07191635,0.05514382,0.05619749,0.03877558,0.04628698,0.02648132,0.01057359,0.005986328,0.002798476,0.001029371,0.000543886
326,76,Coalinga-01,1983,502,Parkfield - Cholame 2WA,126,36228,6.36,30,90,3.4,11,43.83,44.72,49.68,184.75,1,NA,NA,NA,0.110717,10.4207,2.1561,0.111315,0.110756,0.111174,0.11242,0.113768,0.122215,0.13065,0.192811,0.226829,0.294709,0.32213,0.30542,0.268695,0.266572,0.143766,0.09308301,0.05641142,0.02106055,0.009196866,0.005862384,0.002033771,0.00102916
327,76,Coalinga-01,1983,502,Parkfield - Cholame 3E,402,36450,6.36,30,90,3.4,11,40.01,40.98,45.5,376.073,0,NA,NA,NA,0.04913137,5.33804,1.67051,0.04952964,0.04930373,0.04965346,0.0502607,0.05043333,0.05654631,0.07201698,0.07235153,0.114861,0.128968,0.111242,0.122989,0.108018,0.109336,0.0518617,0.057728,0.03806728,0.01873873,0.007334961,0.003786287,0.001387325,0.000731331
328,76,Coalinga-01,1983,502,Parkfield - Cholame 3W,376,36410,6.36,30,90,3.4,11,44.82,45.7,49.95,338.539,0,NA,NA,NA,0.09176262,7.84927,1.55716,0.0927676,0.09197292,0.09232225,0.09283891,0.09414312,0.09658417,0.104071,0.14051,0.21098,0.169244,0.224935,0.335289,0.219595,0.210262,0.120126,0.06304245,0.03443972,0.0177298,0.009836874,0.005247818,0.002423543,0.000912979
329,76,Coalinga-01,1983,502,Parkfield - Cholame 4AW,378,36412,6.36,30,90,3.4,11,46.73,47.57,51.81,338.539,0,NA,NA,NA,0.06624895,5.8257,1.11954,0.06681964,0.06628805,0.0667482,0.06775315,0.06953787,0.07244613,0.08845302,0.124443,0.141931,0.144693,0.183312,0.188377,0.192193,0.152376,0.06820248,0.04101966,0.02450804,0.01281739,0.00710729,0.003153004,0.000940096,0.000481799
330,76,Coalinga-01,1983,502,Parkfield - Cholame 4W,377,36411,6.36,30,90,3.4,11,45.49,46.35,50.84,438.339,0,NA,NA,NA,0.136498,10.1334,1.60466,0.13739,0.137051,0.13769,0.138922,0.141433,0.145617,0.153167,0.210111,0.238522,0.29507,0.346024,0.515238,0.389413,0.239325,0.0969391,0.04821756,0.03593497,0.01555056,0.007525054,0.004439191,0.001428746,0.000683129
331,76,Coalinga-01,1983,502,Parkfield - Cholame 5W,128,36227,6.36,30,90,3.4,11,47.88,48.7,52.74,289.56,1,NA,NA,NA,0.136374,10.0698,1.14238,0.137523,0.136694,0.137219,0.13891,0.140214,0.149812,0.164435,0.187481,0.224521,0.281908,0.409748,0.51979,0.361375,0.258075,0.111222,0.05100832,0.02683738,0.01084357,0.004518908,0.002582057,0.000871975,0.0004854
332,76,Coalinga-01,1983,502,Parkfield - Cholame 6W,403,36451,6.36,30,90,3.4,11,49.4,50.2,53.76,338.539,0,NA,NA,NA,0.113643,9.76066,1.21004,0.114192,0.113701,0.114266,0.114241,0.115961,0.121321,0.127935,0.166417,0.213744,0.229385,0.281555,0.490994,0.312765,0.261352,0.0914351,0.05912387,0.02669451,0.01128455,0.004750726,0.002859776,0.000883551,0.000501434
333,76,Coalinga-01,1983,502,Parkfield - Cholame 8W,130,36226,6.36,30,90,3.4,11,50.98,51.75,54.97,256.82,1,NA,NA,NA,0.09320134,8.99633,1.3905,0.09373277,0.09337403,0.0936079,0.09392432,0.09578338,0.09978609,0.10519,0.117643,0.121063,0.197112,0.215239,0.291359,0.245221,0.240185,0.08514164,0.04707573,0.02052089,0.01315319,0.005803714,0.003415427,0.00133159,0.00060287
334,76,Coalinga-01,1983,502,Parkfield - Fault Zone 1,374,36407,6.36,30,90,3.4,11,41.04,41.99,51.88,338.539,0,NA,NA,NA,0.143092,20.52,6.20279,0.143733,0.143138,0.143608,0.143954,0.145778,0.150021,0.151206,0.189512,0.247143,0.254639,0.336894,0.292057,0.31468,0.327023,0.345215,0.220799,0.130753,0.05871571,0.03907338,0.01572461,0.005426349,0.002736317
